index, id, data, bedrooms, bathrooms, sqft_living, sqft_lot, floors, waterfront, view, condition, grade, sqft_above, sqft_basement, yr_built, yr_renovated, zip_code, lat, lon, sqft_living15, sqft_lot15, price
5434,7215720250,12/10/14,4,2.5,3160,13063,2.0,0,0,3,10,3160,0,1999,0,98075,47.5996,-122.021,3350,14213,693000
19398,8682260850,7/29/14,2,2.5,1900,4871,2.0,0,0,3,8,1900,0,2005,0,98053,47.7132,-122.034,1640,4780,504975
19074,5101408735,11/3/14,2,1.0,800,5220,1.0,0,0,3,6,800,0,1943,0,98125,47.7037,-122.32,1910,5376,250000
18978,5632500110,7/16/14,3,1.0,1160,10518,1.0,0,0,3,7,1160,0,1960,0,98028,47.7343,-122.22,1670,9380,351000
18532,194000145,3/12/15,4,2.75,2410,5650,1.5,0,0,5,8,2070,340,1909,0,98116,47.5651,-122.391,1960,5650,745000
510,5126310400,3/5/15,4,2.5,2600,7787,2.0,0,0,3,8,2600,0,2005,0,98059,47.4877,-122.139,2830,7787,480000
15402,2929600020,8/5/14,3,1.5,1190,20672,1.5,0,3,3,7,1190,0,1948,0,98166,47.4459,-122.359,2150,16239,375000
8348,5151200215,12/12/14,4,2.5,2430,6766,2.0,0,0,3,8,2430,0,1999,0,98177,47.7294,-122.358,1820,6772,585000
19233,4337600205,11/12/14,2,1.0,710,9900,1.0,0,0,3,6,710,0,1943,0,98166,47.479,-122.339,1070,9900,129888
9243,853600150,5/24/14,4,4.25,5584,68257,2.0,0,0,3,11,5584,0,1998,0,98014,47.6113,-121.952,5030,101901,1680000
8194,9264930770,10/29/14,5,3.5,2960,12527,2.0,0,0,3,9,1940,1020,1986,0,98023,47.3134,-122.35,2210,10952,389500
839,2843200070,12/15/14,4,1.75,1660,10725,1.0,0,0,3,7,960,700,1956,0,98168,47.5033,-122.3,1340,9023,282000
17119,6143000020,4/6/15,3,1.75,1910,17003,1.5,0,0,4,8,1910,0,1963,0,98001,47.3095,-122.283,1820,14806,299000
18573,6421000330,11/12/14,3,2.5,2470,10321,2.0,0,0,3,9,2470,0,1988,0,98052,47.6694,-122.141,2450,8440,732500
14611,179001046,5/8/14,3,2.5,1190,3000,2.0,0,0,3,7,1190,0,2002,0,98178,47.4933,-122.275,1190,3000,229000
4839,1721801025,7/18/14,2,1.0,1040,4590,1.0,0,0,3,7,1040,0,1954,0,98146,47.5078,-122.337,1040,6120,210000
4889,8856700190,4/23/15,3,2.25,2040,18360,2.0,0,0,4,8,2040,0,1983,0,98052,47.6976,-122.137,2590,21315,721000
18592,7852030330,9/3/14,3,2.5,2270,4488,2.0,0,0,3,7,2270,0,1999,0,98065,47.5329,-121.879,2360,4427,480000
762,8856940060,2/27/15,4,2.75,2730,4683,2.0,0,0,3,7,2730,0,2005,0,98038,47.3608,-122.043,2230,4924,374950
12845,8946410040,9/23/14,4,2.75,2290,5249,2.0,0,0,3,7,2290,0,2003,0,98059,47.4916,-122.162,2270,4348,430000
17643,1545805030,10/21/14,3,2.25,1740,5460,1.0,0,0,3,7,1210,530,1998,0,98038,47.3648,-122.046,1740,7500,266500
4840,7942200050,1/23/15,4,1.75,1820,9824,1.0,0,0,5,7,1820,0,1968,0,98042,47.3833,-122.093,1410,11013,261000
9791,5561100431,8/6/14,5,2.5,2510,83231,1.0,0,0,4,7,1260,1250,1975,0,98027,47.4576,-121.984,2460,46431,510000
7076,3582750170,4/29/15,2,2.25,1660,2128,2.0,0,0,4,8,1660,0,1974,0,98028,47.7528,-122.252,1640,2128,410000
1142,5112800421,7/23/14,4,2.0,1440,7950,1.0,0,0,5,6,1440,0,1962,0,98058,47.4517,-122.082,1530,20037,225500
6189,629600130,8/1/14,4,2.25,2380,35008,1.0,0,0,3,8,2380,0,1977,0,98075,47.5834,-122.001,2250,34794,594950
18150,5141000571,8/25/14,1,1.0,800,2480,1.0,0,0,4,6,800,0,1919,0,98108,47.5581,-122.316,1490,4650,267000
11090,7137950350,1/22/15,4,3.0,2040,5050,1.0,0,0,3,8,1490,550,1993,0,98092,47.3266,-122.175,2020,6118,289950
16337,3303980470,12/1/14,4,3.25,3960,12895,2.0,0,0,3,11,3960,0,2001,0,98059,47.5211,-122.151,3870,12040,1190000
5461,7635801350,3/6/15,3,1.75,2220,22081,1.5,0,0,4,7,2220,0,1922,0,98166,47.4693,-122.364,2010,12360,595000
13942,8805900065,11/12/14,5,3.25,4290,7019,2.5,0,0,4,10,3590,700,1927,0,98112,47.6439,-122.302,1920,4000,1160000
5156,9320200050,12/16/14,4,2.75,2930,25697,1.0,0,0,4,9,2310,620,1964,0,98004,47.6264,-122.226,3810,20681,1500000
1801,2538410140,8/8/14,5,2.5,2600,3839,2.0,0,0,3,7,2600,0,2005,0,98058,47.4324,-122.145,2180,4800,330000
4756,7550801206,9/4/14,4,3.0,1540,4140,1.5,0,0,5,7,1540,0,1902,0,98107,47.6728,-122.396,1460,5000,624000
10597,2767603612,5/12/14,2,2.25,1290,1334,3.0,0,0,3,8,1290,0,2007,0,98107,47.6719,-122.382,1350,1334,500000
19077,3345700165,12/2/14,3,2.25,2530,27227,2.0,0,0,3,8,2530,0,1987,0,98056,47.527,-122.193,2160,30192,450000
12281,3205400240,5/13/14,3,1.75,1090,7200,1.0,0,0,3,7,1090,0,1968,0,98034,47.7227,-122.179,1240,7200,345000
530,1843200240,5/5/15,2,1.5,1360,1898,2.0,0,0,3,7,1360,0,1978,0,98092,47.2852,-122.19,1360,1898,200000
10971,3797700030,10/9/14,3,1.75,1470,10390,1.0,0,0,3,7,1470,0,1989,0,98031,47.4192,-122.201,1770,7507,262500
1919,4027701275,7/18/14,3,1.0,1240,6195,1.0,0,0,3,6,1240,0,1948,0,98028,47.7681,-122.266,1760,11080,230000
124,4389200955,3/2/15,4,2.75,2750,17789,1.5,0,0,3,8,1980,770,1914,1992,98004,47.6141,-122.212,3060,11275,1450000
19496,6821101285,8/14/14,3,1.75,1850,6000,1.5,0,0,3,8,1650,200,1913,1999,98199,47.6528,-122.401,1540,6000,819000
13535,1562200040,4/7/15,5,2.25,2180,6000,1.0,0,0,4,8,1430,750,1966,0,98007,47.6235,-122.143,2160,8800,635000
12218,617000030,12/23/14,3,3.0,4230,54977,2.0,0,3,3,9,3780,450,1951,2000,98166,47.4176,-122.343,2880,27201,887500
1949,3279000240,3/30/15,3,2.0,1370,9760,1.0,0,0,4,7,1110,260,1979,0,98023,47.3009,-122.384,1640,9040,232500
20577,7410200431,8/6/14,3,3.25,1550,1444,3.0,0,0,3,8,1550,0,2006,0,98115,47.6767,-122.291,1550,1444,430000
12014,342000036,7/2/14,3,2.25,1320,1800,2.0,0,0,3,7,1320,0,1994,0,98122,47.6081,-122.289,2010,4500,540000
12785,3905120540,6/18/14,4,2.5,2290,6738,2.0,0,0,3,8,2290,0,1996,0,98029,47.5714,-122.005,2100,6261,570000
19068,8645511500,4/20/15,4,2.75,2270,24237,1.0,0,0,4,7,1360,910,1977,0,98058,47.4672,-122.175,2050,8016,352750
16016,1786700080,1/15/15,4,2.5,2700,6769,2.0,0,0,3,9,2700,0,1999,0,98042,47.3753,-122.155,2880,7968,470000
18359,2895550330,5/6/15,3,2.5,1600,6848,2.0,0,0,3,7,1600,0,2000,0,98001,47.3303,-122.271,1700,7210,290000
15554,2560801222,11/13/14,3,2.25,1990,6350,2.0,0,0,3,7,1990,0,1967,0,98198,47.3822,-122.316,1220,6250,309950
21299,6600000050,3/10/15,4,3.5,3950,6240,2.0,0,0,3,11,3950,0,2015,0,98112,47.6221,-122.29,2040,6240,1700000
19809,3278613210,7/28/14,3,3.25,1710,2171,2.0,0,0,3,7,1400,310,2014,0,98106,47.5434,-122.368,1380,1300,358990
6341,5422560470,12/3/14,3,2.0,1650,6408,2.0,0,0,4,8,1650,0,1977,0,98052,47.6638,-122.128,1750,6402,440000
14305,2488200455,7/3/14,2,2.75,1350,1252,2.0,0,0,3,8,1120,230,2006,0,98136,47.522,-122.39,1410,1265,405500
14351,2268000180,3/25/15,3,1.0,1250,9035,1.0,0,0,4,7,1250,0,1970,0,98003,47.275,-122.302,1350,10425,230000
11850,3904980320,9/23/14,3,2.5,1910,5600,2.0,0,0,3,8,1910,0,1989,0,98029,47.5752,-122.009,1800,4928,498688
15885,1193000280,5/27/14,3,2.25,2510,6339,1.5,0,2,5,8,1810,700,1932,0,98199,47.6496,-122.391,1820,5741,994000
7894,5101405465,2/3/15,3,2.0,1590,5009,2.0,0,0,4,6,1590,0,1985,0,98125,47.7012,-122.322,1730,6380,463000
1903,2741100800,7/8/14,2,1.0,1080,2674,1.0,0,0,4,6,720,360,1919,0,98108,47.5595,-122.317,1250,5000,315000
13905,8645500360,3/11/15,4,2.25,1790,13200,1.0,0,0,3,7,1220,570,1979,0,98058,47.4672,-122.185,1740,8950,197000
6679,6413100122,7/11/14,3,1.75,1640,4860,1.0,0,0,3,8,1200,440,1965,0,98125,47.7125,-122.32,1480,7200,369950
16334,3528000290,6/9/14,4,2.5,2610,33206,2.0,0,0,3,10,2610,0,1988,0,98053,47.6662,-122.057,2870,28295,743700
13133,5592900230,12/24/14,3,1.0,1270,7400,1.0,0,2,4,7,1270,0,1956,0,98056,47.4831,-122.191,1800,7400,320000
1183,1023059324,6/23/14,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,235000
3060,6896300375,5/5/14,2,1.0,2540,7000,1.0,0,0,5,8,1320,1220,1942,0,98118,47.5259,-122.261,2160,6000,580000
3859,9275702350,12/22/14,3,1.5,2390,4452,2.0,0,1,3,9,1790,600,1929,0,98126,47.5826,-122.378,2610,5000,790000
14183,3329520410,5/5/14,3,1.75,1920,9306,1.0,0,0,3,7,1000,920,1984,0,98001,47.3319,-122.267,1860,8458,245000
10670,5451300105,7/20/14,3,2.5,3470,12076,2.0,0,3,3,10,2560,910,1988,0,98040,47.5319,-122.238,3590,17677,1050000
288,2200500350,8/12/14,2,1.0,1640,14100,1.0,0,0,4,7,1140,500,1954,0,98006,47.5712,-122.143,1520,13527,500000
9293,6788200360,9/3/14,3,2.25,2180,4200,1.5,0,0,5,8,1520,660,1939,0,98112,47.6412,-122.302,1850,4200,727000
582,3876300310,10/22/14,4,2.25,2060,10070,2.0,0,0,3,7,2060,0,1975,0,98034,47.7258,-122.177,2060,8155,439000
4687,7379700051,4/10/15,3,1.75,1590,14766,1.0,0,0,3,8,1590,0,1963,0,98007,47.5902,-122.147,2040,10190,375000
3270,3359500110,6/24/14,2,2.25,2550,6000,2.0,0,0,5,7,1860,690,1902,0,98115,47.6739,-122.323,2010,4000,660000
7035,1530900290,10/7/14,3,2.5,2280,3710,1.0,0,0,3,8,1550,730,1990,0,98072,47.735,-122.159,2030,3710,475000
10460,3375300370,3/6/15,5,2.25,1950,8086,1.0,0,0,3,7,1130,820,1980,0,98003,47.3179,-122.331,1670,8550,262500
3879,7740100015,2/6/15,3,1.75,2840,16851,1.0,0,3,3,8,1600,1240,1950,0,98155,47.7458,-122.287,2650,11063,440000
11071,9433000060,11/18/14,4,2.75,2990,6626,2.0,0,0,3,9,2990,0,2014,0,98052,47.7107,-122.11,2910,5533,814950
2180,4058802105,9/4/14,3,1.0,1450,6776,1.0,0,0,3,7,1450,0,1952,0,98178,47.5056,-122.244,1680,7200,150000
12147,2547200160,2/12/15,3,1.75,1460,10128,1.0,0,0,3,8,1460,0,1968,2000,98033,47.6709,-122.167,2240,10154,601500
7623,7183000120,8/12/14,4,2.5,2500,11070,1.0,0,2,4,8,1300,1200,1964,0,98003,47.336,-122.334,2500,11070,380000
11175,5126300960,1/27/15,3,2.5,2170,8169,2.0,0,0,3,8,2170,0,2003,0,98059,47.4833,-122.139,2240,6733,442250
13476,6817800220,8/29/14,3,2.0,1520,11067,1.0,0,0,3,7,1140,380,1983,0,98074,47.6326,-122.033,1280,11371,434900
18788,3331000220,8/14/14,4,1.5,1940,6386,1.0,0,0,3,7,1140,800,1954,0,98118,47.5533,-122.285,1340,6165,280000
13497,3121069038,3/26/15,3,2.5,2620,78843,1.0,0,3,4,7,1310,1310,1964,0,98092,47.2584,-122.093,2330,130244,355000
13589,2877103111,8/25/14,3,1.5,1670,5000,1.5,0,0,4,7,1670,0,1912,0,98117,47.678,-122.36,1750,5000,585000
11158,7941130140,2/17/15,3,2.25,1220,2980,2.0,0,0,3,7,1220,0,1986,0,98034,47.7151,-122.203,1220,2140,319000
15423,5104530680,1/16/15,4,2.5,2390,4639,2.0,0,0,3,8,2390,0,2006,0,98038,47.3527,-121.999,2390,4521,278226
16692,3971701300,12/20/14,2,1.0,1360,9367,1.0,0,0,4,6,680,680,1924,0,98155,47.7689,-122.315,1360,7543,255000
6201,4401200130,8/19/14,4,2.75,3100,10245,2.0,0,0,3,10,3100,0,1999,0,98052,47.6858,-122.107,3140,9028,792000
10463,8682281070,8/7/14,2,2.5,2280,6230,1.0,0,0,3,8,2280,0,2005,0,98053,47.7065,-122.013,1640,5931,752500
16944,7427800080,4/8/15,3,2.25,1810,5107,2.0,0,0,3,8,1810,0,1989,0,98033,47.6882,-122.171,1760,5454,626000
7635,625049313,9/2/14,3,1.0,1140,4600,1.0,0,0,3,7,1140,0,1942,0,98103,47.6897,-122.337,1370,5000,460000
13053,2893000610,6/24/14,3,2.25,1670,7881,1.0,0,0,4,7,1190,480,1977,0,98031,47.4105,-122.18,1870,7820,252000
19509,7011201325,10/28/14,4,2.75,2940,5400,1.5,0,2,5,8,1940,1000,1910,0,98119,47.6366,-122.369,1970,2008,1010000
10675,7202340390,4/7/15,3,2.5,1690,4851,2.0,0,0,3,7,1690,0,2004,0,98053,47.6795,-122.034,2330,4851,499000
12937,420069021,10/27/14,3,2.0,1990,203861,1.0,0,0,3,7,1990,0,1949,0,98022,47.2507,-122.039,2760,217800,246000
16062,7806450190,1/2/15,3,2.5,2760,35171,2.0,0,0,3,9,2760,0,1990,0,98058,47.465,-122.123,2720,35171,500000
185,8731951370,4/15/15,4,1.75,1490,10000,1.0,0,0,4,8,1100,390,1969,0,98023,47.3099,-122.379,2190,8910,269000
9055,4083301380,10/17/14,3,1.0,1620,4774,1.5,0,0,3,7,1620,0,1920,0,98103,47.659,-122.339,1880,4560,842000
21314,7299601410,8/8/14,4,2.5,2623,7184,2.0,0,0,3,8,2623,0,2012,0,98092,47.259,-122.202,2010,4939,333000
19932,7548301044,7/10/14,2,1.5,1320,826,2.0,0,0,3,8,1100,220,2008,0,98144,47.5879,-122.304,1340,1213,342500
4062,7226500100,2/19/15,8,3.0,2850,12714,1.0,0,0,3,7,2850,0,1959,0,98055,47.4859,-122.205,1480,4942,373000
16716,6380500151,3/17/15,3,1.5,1370,7697,1.0,0,0,3,7,1370,0,1939,0,98177,47.7153,-122.361,1370,7697,468000
1415,952000055,2/6/15,3,1.0,1500,5750,1.5,0,0,4,7,1050,450,1927,0,98126,47.5677,-122.376,1500,5060,530000
21342,1853080130,11/5/14,5,2.75,3210,8001,2.0,0,0,3,9,3210,0,2014,0,98074,47.5935,-122.061,3190,6624,924000
12372,2923500550,6/25/14,3,2.25,2680,9162,1.0,0,0,3,8,1570,1110,1978,0,98027,47.5683,-122.091,2480,8261,599990
19437,3425059076,9/22/14,2,3.25,3000,24004,1.0,0,0,3,10,2410,590,1952,0,98005,47.611,-122.157,4270,24506,780000
11547,6752600320,5/14/15,4,2.5,2020,7289,2.0,0,0,3,7,2020,0,1994,0,98031,47.401,-122.171,2090,7259,360000
11498,258500059,7/21/14,3,2.5,2050,15020,1.0,0,2,3,9,1600,450,1960,0,98177,47.759,-122.371,2930,15050,760000
10408,2424059116,11/5/14,3,2.25,3440,44374,2.0,0,3,4,10,2190,1250,1979,0,98006,47.547,-122.111,3470,40185,740000
15780,6147650280,3/25/15,4,2.5,3130,5999,2.0,0,0,3,7,3130,0,2006,0,98042,47.3837,-122.099,3020,5997,315000
16272,3668000500,12/22/14,3,2.25,1950,9600,1.0,0,0,4,7,1200,750,1987,0,98092,47.2762,-122.148,1760,8850,260000
8776,3298700302,12/12/14,2,1.5,720,4346,1.0,0,0,4,6,720,0,1942,0,98106,47.5225,-122.351,790,4346,287000
11823,1568100060,9/10/14,3,1.0,1180,7573,1.0,0,0,4,7,1180,0,1977,0,98155,47.7372,-122.294,1320,7573,355000
9049,8731900790,6/26/14,4,2.75,2530,7350,1.0,0,0,5,8,1280,1250,1977,0,98023,47.313,-122.374,2280,7350,354950
17048,2815600235,4/2/15,2,1.0,840,7020,1.5,0,0,4,7,840,0,1943,0,98136,47.5513,-122.394,1310,7072,450600
15478,7147600225,11/13/14,6,2.75,2410,10763,1.0,0,0,5,7,1310,1100,1957,0,98188,47.4429,-122.282,1310,10746,320000
20090,3832051140,6/23/14,3,2.5,2540,4775,2.0,0,0,3,7,2540,0,2006,0,98042,47.3341,-122.052,2270,5000,310000
10959,2044500152,11/17/14,4,1.75,1920,6000,1.0,0,0,4,7,960,960,1954,0,98125,47.7137,-122.315,1850,7200,455000
9786,1563102685,4/22/15,3,2.5,2520,3750,2.0,0,1,4,9,2520,0,1995,0,98116,47.5671,-122.404,2250,6200,875000
6630,3126049439,1/9/15,2,1.5,870,747,2.0,0,0,3,8,800,70,2004,0,98103,47.6967,-122.342,1710,1280,313000
7380,1862400479,9/23/14,3,3.25,1600,1298,3.0,0,0,3,8,1600,0,1999,0,98117,47.6954,-122.375,1600,1348,350000
11804,5438000060,11/3/14,3,2.25,1620,10850,1.0,0,0,3,7,1620,0,1966,0,98055,47.4437,-122.194,1910,10568,250000
11623,2215901230,5/7/15,3,2.0,1470,7694,1.0,0,0,4,7,1470,0,1992,0,98038,47.3539,-122.054,1580,7480,254000
2952,6450302900,10/6/14,3,1.0,1080,5250,1.0,0,0,4,7,1080,0,1947,0,98133,47.7309,-122.336,1100,5250,329500
14177,7983100150,6/2/14,3,1.0,1010,7245,1.0,0,0,3,7,1010,0,1969,0,98003,47.3338,-122.306,1300,8236,199950
17468,7387500235,3/17/15,3,1.75,1960,8136,1.0,0,0,3,7,980,980,1948,0,98106,47.5208,-122.364,1070,7480,363000
6805,9834201205,3/4/15,1,1.0,620,5100,1.0,0,0,3,6,620,0,1954,0,98144,47.5699,-122.287,1540,2676,385000
9113,9407111250,10/29/14,3,1.0,1020,8625,1.0,0,0,3,7,1020,0,1978,0,98045,47.4465,-121.77,1290,9440,245000
10385,8651411070,9/25/14,3,1.0,1280,4875,1.0,0,0,5,6,1280,0,1969,0,98042,47.3686,-122.081,1060,4875,180000
2205,1370804100,3/24/15,4,2.75,2080,5000,1.0,0,0,5,8,1470,610,1940,0,98199,47.6422,-122.403,1970,5000,783000
18464,1761600150,7/30/14,3,1.5,1250,7194,1.0,0,0,4,7,1250,0,1969,0,98034,47.7298,-122.231,1340,7242,358000
13600,2331550120,9/4/14,4,2.5,2440,7093,2.0,0,0,3,7,2440,0,1999,0,98030,47.3817,-122.204,1860,6072,310000
21361,7853321110,8/13/14,3,2.5,1950,7263,2.0,0,0,3,7,1950,0,2007,0,98065,47.5194,-121.869,2190,5900,409000
12214,4307310400,4/9/15,3,2.5,1590,4108,2.0,0,0,3,7,1590,0,2003,0,98056,47.4832,-122.181,2160,3912,324500
2456,1137300340,11/21/14,4,2.5,2780,35000,1.0,0,0,4,9,2780,0,1985,0,98072,47.7386,-122.091,2740,35072,674250
8823,7697920450,6/25/14,4,2.25,1830,6136,2.0,0,0,3,7,1830,0,1990,0,98030,47.367,-122.181,1830,7664,249000
6096,9485940290,5/12/15,4,2.25,2350,36116,1.0,0,0,4,9,2350,0,1983,0,98042,47.3533,-122.082,2580,36116,464950
18469,9828701690,8/6/14,3,2.0,1530,3400,1.0,0,0,3,7,990,540,1907,2014,98112,47.6204,-122.296,1880,4212,529000
18557,2597520900,8/4/14,3,2.5,2660,10928,2.0,0,0,3,9,1830,830,1988,0,98006,47.5442,-122.141,2800,10025,768000
7475,567000680,8/1/14,3,3.0,1320,1071,2.0,0,0,3,7,1080,240,2003,0,98144,47.5942,-122.296,1780,7715,359000
2552,1472330030,3/24/15,3,2.75,2460,6413,2.0,0,0,3,9,2460,0,2004,0,98028,47.7497,-122.245,2440,6092,646000
6975,824059265,10/1/14,3,1.75,1640,10464,1.0,0,2,4,8,1640,0,1968,0,98004,47.5873,-122.205,2630,18872,1160000
8651,523049106,8/26/14,2,1.0,1610,19965,1.0,0,0,3,7,1610,0,1952,0,98168,47.5095,-122.313,2100,28400,255000
13306,3343301385,5/27/14,3,2.5,2810,7700,2.0,0,0,3,9,2810,0,2001,0,98006,47.5464,-122.191,2910,8250,685000
1665,2249500059,1/7/15,3,2.0,1810,2159,1.0,0,0,3,7,1010,800,1922,0,98109,47.6273,-122.345,1810,2159,550000
16853,4315700275,11/7/14,4,2.5,2380,4950,2.0,0,0,3,8,2380,0,2004,0,98136,47.5382,-122.391,1370,5120,590000
3837,9276201140,2/13/15,3,2.0,2220,5000,1.0,0,0,4,7,1110,1110,1966,0,98116,47.5807,-122.394,1450,5000,576750
20657,7768800160,8/27/14,4,3.5,4210,6481,2.0,0,3,3,9,3260,950,2014,0,98075,47.5765,-122.072,3920,5331,1050000
2582,1328300810,3/30/15,4,2.75,2290,7000,2.0,0,0,3,8,2290,0,1977,0,98058,47.4442,-122.129,2000,7200,347500
802,8854100350,1/7/15,5,2.5,2990,15085,2.0,0,0,3,9,2990,0,2007,0,98011,47.746,-122.218,3150,13076,625000
21557,1931300090,5/7/14,3,3.0,1680,1570,3.0,0,0,3,8,1680,0,2014,0,98103,47.6572,-122.346,1640,4800,610950
11264,7695370160,8/11/14,5,2.5,3361,6983,2.0,0,0,3,10,3361,0,2006,0,98092,47.3427,-122.169,3112,6920,511000
8916,4307330180,3/28/15,3,2.5,1670,5090,2.0,0,0,3,7,1670,0,2003,0,98056,47.4799,-122.18,2560,4851,348000
13950,1266200120,3/21/15,2,1.0,1370,9460,1.0,0,0,3,6,1370,0,1950,0,98004,47.6238,-122.191,1690,9930,720000
15624,538000190,2/13/15,4,2.5,2230,5500,2.0,0,0,3,7,2230,0,1999,0,98038,47.3533,-122.023,1910,5500,334950
14929,7856700920,6/28/14,4,2.5,2190,11500,1.0,0,0,4,8,1430,760,1972,0,98006,47.5668,-122.147,2580,9700,699900
7963,3331500485,1/2/15,2,1.0,800,5150,1.0,0,0,4,6,800,0,1949,0,98118,47.5525,-122.274,1280,5150,350000
19135,4123820450,5/7/14,3,2.5,1830,13042,2.0,0,0,3,8,1830,0,1990,0,98038,47.3738,-122.042,1940,6996,375000
1811,3125079062,4/26/15,3,2.5,2660,206480,1.0,0,0,3,8,2660,0,1989,0,98024,47.6042,-121.956,2660,206736,589000
18812,1455100355,7/8/14,3,2.5,3490,8343,2.0,1,4,4,9,2150,1340,1939,1991,98125,47.7265,-122.281,2990,13104,1680000
3527,6840701095,4/3/15,3,1.0,1740,4400,1.5,0,0,3,7,1740,0,1924,0,98122,47.6059,-122.3,1720,4400,548500
4295,2421069039,2/9/15,3,1.75,1340,196020,1.0,0,0,4,7,1340,0,1987,0,98010,47.2931,-121.992,2250,232230,340000
602,7199350340,8/25/14,3,1.75,1440,7070,1.0,0,0,3,7,1440,0,1980,0,98052,47.6947,-122.125,1440,7210,460000
11800,4397010350,1/26/15,4,2.5,2490,9346,2.0,0,2,3,9,2490,0,1996,0,98042,47.3831,-122.147,2650,9454,364900
14219,5318101565,7/3/14,4,3.25,2980,3600,2.0,0,0,3,9,2150,830,1999,0,98112,47.6352,-122.284,2980,4800,1630000
10134,2193340260,1/7/15,4,2.25,1770,8505,2.0,0,0,3,8,1770,0,1986,0,98052,47.6904,-122.102,1880,8939,596500
5040,1965200010,11/10/14,2,1.0,1110,3500,1.5,0,0,3,6,970,140,1912,0,98102,47.6453,-122.327,1884,1778,600000
12463,2868900160,10/2/14,3,1.0,990,10125,1.0,0,0,3,7,990,0,1972,0,98042,47.3422,-122.089,1360,10125,222500
3275,9550200265,8/18/14,3,1.0,1240,4080,1.0,0,0,3,7,1240,0,1925,0,98103,47.667,-122.333,2060,4080,625000
1760,1832100030,6/25/14,4,4.0,3570,8250,2.0,0,0,3,10,2860,710,2015,0,98040,47.5784,-122.226,2230,10000,597326
20522,8943600720,6/17/14,3,2.5,1413,3600,2.0,0,0,3,8,1413,0,2011,0,98031,47.4222,-122.193,2150,3869,286800
11398,7203101290,10/20/14,3,2.5,1680,4075,2.0,0,0,3,7,1680,0,2008,0,98053,47.6964,-122.024,1710,4075,394000
19079,871000155,12/11/14,3,1.0,1650,5102,1.0,0,0,4,8,1300,350,1953,0,98199,47.6524,-122.404,1440,5102,665000
13470,4040800120,2/11/15,3,1.0,1220,7200,1.0,0,0,4,7,1220,0,1965,0,98008,47.6218,-122.116,1320,7200,447000
13010,9211500620,4/28/15,3,2.25,1740,6650,1.0,0,0,3,7,1240,500,1978,0,98023,47.2979,-122.379,1740,7000,305000
17671,226039317,1/7/15,4,2.75,3210,8520,1.0,0,2,4,7,1810,1400,1976,0,98177,47.7743,-122.388,2450,7360,750000
16059,7457000005,9/26/14,4,2.0,3090,8125,2.5,0,0,5,8,3090,0,1918,0,98117,47.6851,-122.395,1560,6250,1220000
14699,3902100205,4/17/15,3,1.75,1190,4500,1.0,0,0,3,6,1190,0,1922,2012,98116,47.5576,-122.388,1820,4500,515000
43,1432701230,7/29/14,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,98058,47.4485,-122.175,1340,8808,309000
10132,9211500560,10/28/14,3,2.0,1690,6790,1.0,0,0,3,7,1360,330,1979,0,98023,47.2981,-122.38,1740,6790,245000
4969,2487200938,11/26/14,5,3.25,3230,5000,2.0,0,1,3,9,2350,880,2002,0,98136,47.5202,-122.393,1520,5000,815000
21195,7234600098,9/5/14,3,3.0,1330,1379,2.0,0,0,4,8,1120,210,2005,0,98122,47.6126,-122.313,1810,1770,552100
11741,1862400292,7/23/14,2,1.0,890,5423,1.0,0,0,3,6,890,0,1946,0,98117,47.6966,-122.368,1690,5993,391000
15272,4438400020,5/12/14,2,1.0,700,10540,1.0,0,0,3,6,700,0,1953,0,98166,47.438,-122.336,890,10540,192000
11788,4365200445,8/22/14,2,1.75,1250,7680,1.0,0,0,3,7,1250,0,1922,1968,98126,47.5242,-122.371,1250,7680,400000
16863,126039413,7/10/14,5,2.5,2690,11745,1.0,0,0,3,8,1790,900,1960,0,98177,47.7708,-122.362,2670,7905,469000
16867,1823069102,5/8/14,3,2.25,2430,73151,1.0,0,0,3,8,2430,0,1974,0,98059,47.4749,-122.092,2800,39250,524000
874,8802400416,2/13/15,3,1.0,1530,8498,1.0,0,0,3,7,1530,0,1959,0,98031,47.404,-122.203,1380,8498,147500
6877,2346800005,4/27/15,3,1.5,1710,8364,2.0,0,2,3,7,1710,0,1944,0,98136,47.5175,-122.393,2430,9040,543000
11924,5112800060,6/6/14,4,1.75,2050,94525,1.0,0,0,4,7,1250,800,1959,0,98058,47.4492,-122.084,2270,47480,455000
15687,5230000020,6/30/14,4,3.0,3720,15048,3.0,0,0,3,7,3720,0,1979,2014,98059,47.5116,-122.144,2020,15180,500000
1626,6414600070,6/17/14,1,1.0,930,7129,1.0,0,0,3,6,930,0,1948,0,98133,47.7234,-122.333,1300,8075,210000
12322,1324079082,11/17/14,4,2.0,1810,42981,1.0,0,0,4,7,1810,0,1973,0,98024,47.5597,-121.85,1980,113691,295000
18355,2781250230,6/5/14,4,2.5,2070,4500,2.0,0,0,3,7,2070,0,2004,0,98038,47.3497,-122.026,2760,5173,343000
10621,9521100465,10/13/14,2,1.0,1240,5000,1.0,0,0,3,7,1000,240,1920,0,98103,47.6634,-122.351,1480,3500,645000
2280,5017000575,11/24/14,3,2.0,1990,3000,1.5,0,0,3,7,1230,760,1908,1970,98112,47.6272,-122.29,1600,4080,569000
